LTE_5g_Category,Time,Packet_Loss_Rate,Packet_delay,IoT,LTE_5G,GBR,Non_GBR,AR_VR_Gaming,Healthcare,Industry_4_0,IoT_Devices,Public_Safety,Smart_City_Home,Smart_Transportation,Smartphone,slice_Type,slice_type_label
20,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
7,7,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
4,10,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
21,21,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
11,3,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
20,9,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
11,23,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
7,1,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
20,9,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
2,19,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
10,9,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
20,19,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
12,20,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,7,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
13,11,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,0,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,21,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
1,15,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
21,11,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
17,7,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
13,15,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
18,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
5,5,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
14,15,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,7,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
7,21,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
3,15,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
8,6,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
17,12,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
14,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
15,16,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
2,2,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
5,13,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
19,12,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,1,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
1,7,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
8,14,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
10,21,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,23,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,13,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
9,0,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,2,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
13,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
18,11,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
20,11,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
5,6,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
18,10,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
2,18,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
2,14,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
2,13,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
6,10,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,16,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,5,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
7,19,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
10,4,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,12,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
3,19,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
9,5,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
4,3,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
11,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
15,22,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
2,19,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,7,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
6,8,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
2,0,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
12,16,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,3,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
10,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
18,2,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
3,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
8,5,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
19,7,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
17,3,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
8,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
19,4,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
1,6,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
1,5,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
7,22,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
9,17,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
10,18,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
6,21,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
4,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
3,23,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
17,12,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
10,15,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
3,4,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
12,4,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
2,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,17,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,3,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,18,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
1,5,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
10,19,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
12,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,10,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,3,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
7,21,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
16,14,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,20,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
13,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
17,14,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,2,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
5,15,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,1,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
10,7,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
10,3,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
17,16,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
19,3,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
17,18,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,10,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,1,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
13,21,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
5,23,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
12,2,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
6,15,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
2,15,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
11,0,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,11,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
19,6,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,15,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
13,14,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,12,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
16,10,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,2,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
11,15,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
16,0,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
19,12,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
5,0,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,14,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,16,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
18,12,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
19,12,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
5,5,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
4,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,18,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
15,6,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
17,14,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
3,18,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
17,22,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
6,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
8,0,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,14,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,18,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
5,17,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
21,8,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
3,14,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,17,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,2,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
11,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
5,3,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
3,17,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,0,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
1,19,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
3,14,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,3,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
16,16,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
20,9,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
20,21,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
1,10,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
9,19,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,15,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
9,22,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
2,9,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
8,5,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
7,22,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
15,15,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,13,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
3,23,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
18,23,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
20,12,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,12,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
20,7,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
18,23,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
11,9,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
9,19,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
3,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
1,4,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
2,13,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
14,7,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
12,6,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
1,13,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
4,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
12,8,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
7,13,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
1,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,10,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
16,9,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
18,9,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
13,19,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,12,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
12,20,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
7,16,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
15,5,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,6,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
1,17,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
17,5,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
2,7,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
9,12,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
9,13,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
1,12,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
16,11,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
7,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
8,13,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
18,3,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
14,1,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
16,11,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
12,16,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
2,18,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,11,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,5,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
12,22,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
16,6,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
19,17,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
3,11,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
4,14,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
17,19,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
6,3,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
17,11,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
10,8,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
4,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
14,17,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
5,14,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
14,7,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
7,8,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
2,9,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
15,0,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,11,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
9,20,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
6,9,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
15,3,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
5,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
11,12,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,10,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
4,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,9,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
13,13,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
15,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
5,23,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,5,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
3,8,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
9,13,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
4,14,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
18,14,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
19,3,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
19,6,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,8,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
13,21,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
4,21,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
19,5,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
15,18,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,7,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
2,10,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
7,13,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
3,23,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
16,9,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,9,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
8,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
16,5,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
21,4,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
9,23,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
13,0,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
19,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
14,9,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
10,1,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
21,0,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
3,17,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,16,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
1,4,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,18,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
6,2,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,8,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
2,4,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
7,19,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
1,21,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
16,14,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
17,7,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
1,1,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
6,2,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,16,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
7,22,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
13,21,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
2,1,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
14,4,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
13,17,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,22,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
6,15,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
19,16,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
14,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
16,8,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,23,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,6,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
21,23,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
19,22,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,15,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
19,16,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
3,11,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
3,16,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
6,9,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
14,4,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
14,14,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
19,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,7,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
11,2,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,16,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
13,20,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,12,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
6,4,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
20,15,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
7,7,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
18,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,19,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,19,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
